index,date,open,high,low,close,volume
0,"2013/07/30, 17:00:00",98.46,98.46,98.46,98.46,0.0
1,"2013/07/31, 17:00:00",98.305,98.305,98.305,98.305,3.0
2,"2013/08/01, 17:00:00",98.335,98.475,98.335,98.475,3.0
3,"2013/08/04, 17:00:00",98.455,98.455,98.455,98.455,3.0
4,"2013/08/05, 17:00:00",98.45,98.45,98.45,98.45,3.0
5,"2013/08/06, 17:00:00",98.48,98.48,98.48,98.48,3.0
6,"2013/08/07, 17:00:00",98.5,98.5,98.5,98.5,3.0
7,"2013/08/08, 17:00:00",98.5,98.5,98.5,98.5,3.0
8,"2013/08/11, 17:00:00",98.5,98.5,98.5,98.5,3.0
9,"2013/08/12, 17:00:00",98.365,98.365,98.365,98.365,3.0
10,"2013/08/13, 17:00:00",98.35,98.35,98.35,98.35,3.0
11,"2013/08/14, 17:00:00",98.28,98.28,98.28,98.28,3.0
12,"2013/08/15, 17:00:00",98.235,98.235,98.235,98.235,3.0
13,"2013/08/18, 17:00:00",98.145,98.145,98.145,98.145,3.0
14,"2013/08/19, 17:00:00",98.235,98.235,98.235,98.235,3.0
15,"2013/08/20, 17:00:00",98.125,98.175,98.125,98.175,1.0
16,"2013/08/21, 17:00:00",98.05,98.05,98.05,98.05,1.0
17,"2013/08/22, 17:00:00",98.06,98.08,98.06,98.08,1.0
18,"2013/08/25, 17:00:00",98.14,98.14,98.14,98.14,1.0
19,"2013/08/26, 17:00:00",98.205,98.205,98.205,98.205,1.0
20,"2013/08/27, 17:00:00",98.155,98.155,98.155,98.155,1.0
21,"2013/08/28, 17:00:00",98.155,98.155,98.155,98.155,1.0
22,"2013/08/29, 17:00:00",98.15,98.15,98.15,98.15,1.0
23,"2013/09/01, 17:00:00",98.095,98.095,98.095,98.095,1.0
24,"2013/09/03, 17:00:00",98.01,98.01,98.01,98.01,1.0
25,"2013/09/04, 17:00:00",97.875,97.875,97.875,97.875,1.0
26,"2013/09/05, 17:00:00",97.945,97.945,97.945,97.945,1.0
27,"2013/09/08, 17:00:00",98.06,98.06,98.06,98.06,1.0
28,"2013/09/09, 17:00:00",98.005,98.005,98.005,98.005,1.0
29,"2013/09/10, 17:00:00",98.065,98.065,98.065,98.065,1.0
30,"2013/09/11, 17:00:00",98.085,98.085,98.085,98.085,1.0
31,"2013/09/12, 17:00:00",98.07,98.07,98.07,98.07,1.0
32,"2013/09/15, 17:00:00",98.175,98.175,98.175,98.175,1.0
33,"2013/09/16, 17:00:00",98.22,98.22,98.22,98.22,1.0
34,"2013/09/17, 17:00:00",98.415,98.415,98.415,98.415,1.0
35,"2013/09/18, 17:00:00",98.43,98.43,98.43,98.43,1.0
36,"2013/09/19, 17:00:00",98.435,98.435,98.435,98.435,1.0
37,"2013/09/22, 17:00:00",98.46,98.46,98.46,98.46,1.0
38,"2013/09/23, 17:00:00",98.535,98.535,98.535,98.535,1.0
39,"2013/09/24, 17:00:00",98.595,98.595,98.595,98.595,1.0
40,"2013/09/25, 17:00:00",98.565,98.565,98.565,98.565,1.0
41,"2013/09/26, 17:00:00",98.605,98.605,98.605,98.605,1.0
42,"2013/09/29, 17:00:00",98.63,98.63,98.63,98.63,1.0
43,"2013/09/30, 17:00:00",98.595,98.595,98.595,98.595,1.0
44,"2013/10/01, 17:00:00",98.65,98.65,98.65,98.65,1.0
45,"2013/10/02, 17:00:00",98.66,98.66,98.66,98.66,1.0
46,"2013/10/03, 17:00:00",98.64,98.64,98.64,98.64,1.0
47,"2013/10/06, 17:00:00",98.635,98.635,98.635,98.635,1.0
48,"2013/10/07, 17:00:00",98.635,98.635,98.635,98.635,1.0
