index,date,open,high,low,close,volume
0,"2018/05/13, 17:00:00",97.145,97.145,97.14,97.14,0.0
1,"2018/05/14, 17:00:00",97.11,97.11,97.11,97.11,0.0
2,"2018/05/15, 17:00:00",97.1,97.1,97.1,97.1,0.0
3,"2018/05/16, 17:00:00",97.085,97.085,97.085,97.085,0.0
4,"2018/05/17, 17:00:00",97.11,97.11,97.11,97.11,0.0
5,"2018/05/20, 17:00:00",97.095,97.095,97.095,97.095,0.0
6,"2018/05/21, 17:00:00",97.105,97.105,97.105,97.105,0.0
7,"2018/05/22, 17:00:00",97.155,97.155,97.155,97.155,0.0
8,"2018/05/23, 17:00:00",97.185,97.185,97.185,97.185,0.0
9,"2018/05/24, 17:00:00",97.215,97.215,97.215,97.215,0.0
10,"2018/05/27, 17:00:00",97.43,97.43,97.43,97.43,0.0
11,"2018/05/29, 17:00:00",97.335,97.335,97.335,97.335,0.0
12,"2018/05/30, 17:00:00",97.34,97.34,97.34,97.34,0.0
13,"2018/05/31, 17:00:00",97.27,97.27,97.27,97.27,0.0
14,"2018/06/03, 17:00:00",97.23,97.23,97.23,97.23,0.0
15,"2018/06/04, 17:00:00",97.25,97.25,97.25,97.25,0.0
16,"2018/06/05, 17:00:00",97.21,97.21,97.21,97.21,0.0
17,"2018/06/06, 17:00:00",97.22,97.22,97.22,97.22,0.0
18,"2018/06/07, 17:00:00",97.255,97.255,97.255,97.255,0.0
19,"2018/06/10, 17:00:00",97.245,97.245,97.245,97.245,0.0
20,"2018/06/11, 17:00:00",97.23,97.23,97.23,97.23,0.0
21,"2018/06/12, 17:00:00",97.195,97.195,97.195,97.195,0.0
22,"2018/06/13, 17:00:00",97.195,97.195,97.195,97.195,0.0
23,"2018/06/14, 17:00:00",97.21,97.21,97.21,97.21,0.0
24,"2018/06/17, 17:00:00",97.2,97.2,97.2,97.2,0.0
25,"2018/06/18, 17:00:00",97.23,97.23,97.23,97.23,0.0
26,"2018/06/19, 17:00:00",97.225,97.225,97.225,97.225,0.0
27,"2018/06/20, 17:00:00",97.235,97.235,97.235,97.235,0.0
28,"2018/06/21, 17:00:00",97.235,97.235,97.235,97.235,0.0
29,"2018/06/24, 17:00:00",97.265,97.265,97.265,97.265,0.0
30,"2018/06/25, 17:00:00",97.28,97.28,97.28,97.28,0.0
31,"2018/06/26, 17:00:00",97.325,97.325,97.325,97.325,0.0
32,"2018/06/27, 17:00:00",97.33,97.33,97.33,97.33,0.0
